HG_224410	OG0224409: Ebro_g35013.t1
HG_224425	OG0224424: Ebro_g1152.t1
HG_224627	OG0224626: Ebro_g2594.t1
HG_224109	OG0224108: Ebro_g13410.t1
HG_66986	OG0066985: Ebro_g11128.t1 Ebro_g30710.t1 Ebro_g37426.t1 Ebro_g42006.t1
HG_66914	OG0066913: Ebro_g14261.t1 Ebro_g19381.t1 Ebro_g24494.t1 Ebro_g9.t1
HG_9486	OG0009485: Ebro_g11969.t1 Ebro_g12064.t1 Ebro_g12072.t1 Ebro_g12176.t2 Ebro_g1330.t1 Ebro_g13906.t1 Ebro_g14151.t2 Ebro_g14151.t3 Ebro_g15576.t1 Ebro_g15577.t1 Ebro_g17264.t1 Ebro_g17295.t1 Ebro_g18152.t1 Ebro_g18766.t1 Ebro_g18767.t1 Ebro_g18833.t2 Ebro_g20006.t1 Ebro_g20312.t1 Ebro_g20829.t1 Ebro_g21873.t1 Ebro_g21884.t1 Ebro_g23311.t1 Ebro_g23360.t2 Ebro_g23684.t1 Ebro_g23685.t1 Ebro_g23848.t1 Ebro_g25074.t1 Ebro_g25644.t1 Ebro_g26480.t1 Ebro_g26678.t1 Ebro_g26933.t1 Ebro_g26933.t2 Ebro_g27130.t1 Ebro_g27247.t1 Ebro_g28087.t1 Ebro_g28220.t1 Ebro_g31723.t1 Ebro_g32007.t1 Ebro_g32290.t2 Ebro_g32292.t1 Ebro_g33106.t1 Ebro_g33107.t1 Ebro_g33553.t1 Ebro_g34360.t1 Ebro_g34842.t2 Ebro_g35978.t1 Ebro_g36219.t1 Ebro_g37249.t1 Ebro_g37915.t1 Ebro_g39496.t1 Ebro_g399.t1 Ebro_g40780.t1 Ebro_g41040.t1 Ebro_g41608.t2 Ebro_g42189.t1 Ebro_g4303.t1 Ebro_g44171.t1 Ebro_g4444.t1 Ebro_g45007.t1 Ebro_g4914.t2 Ebro_g4984.t1 Ebro_g5390.t1 Ebro_g5391.t1 Ebro_g606.t1 Ebro_g7258.t1 Ebro_g7622.t1 Ebro_g8016.t1 Ebro_g859.t1 Ebro_g9332.t1
HG_66881	OG0066880: Ebro_g1477.t1 Ebro_g21726.t1 Ebro_g46704.t1 Ebro_g4878.t1
HG_34034	OG0034033: Ebro_g11394.t1 Ebro_g19094.t1 Ebro_g2891.t1 Ebro_g29219.t1 Ebro_g38041.t1 Ebro_g4115.t1 Ebro_g4146.t1 Ebro_g44516.t1 Ebro_g44517.t1
HG_113685	OG0113684: Ebro_g41155.t1 Ebro_g41155.t2
HG_113887	OG0113886: Ebro_g23955.t1 Ebro_g23955.t2
HG_113483	OG0113482: Ebro_g11945.t1 Ebro_g44281.t1
HG_8690	OG0008689: Ebro_g10118.t1 Ebro_g10291.t1 Ebro_g10895.t1 Ebro_g11235.t1 Ebro_g11235.t2 Ebro_g11583.t1 Ebro_g11584.t1 Ebro_g11669.t1 Ebro_g11720.t1 Ebro_g11721.t1 Ebro_g12336.t1 Ebro_g12367.t1 Ebro_g12483.t1 Ebro_g12737.t1 Ebro_g12738.t1 Ebro_g12742.t2 Ebro_g12895.t1 Ebro_g12896.t2 Ebro_g13295.t1 Ebro_g13805.t1 Ebro_g14276.t1 Ebro_g15354.t1 Ebro_g15673.t1 Ebro_g15674.t1 Ebro_g1612.t2 Ebro_g1613.t1 Ebro_g16144.t1 Ebro_g16429.t1 Ebro_g17756.t1 Ebro_g20977.t1 Ebro_g20978.t1 Ebro_g21523.t1 Ebro_g21603.t1 Ebro_g21604.t1 Ebro_g21671.t1 Ebro_g22216.t1 Ebro_g22217.t2 Ebro_g22267.t1 Ebro_g22270.t1 Ebro_g23230.t1 Ebro_g23231.t1 Ebro_g24207.t1 Ebro_g25040.t1 Ebro_g25041.t1 Ebro_g2539.t1 Ebro_g25423.t1 Ebro_g27091.t1 Ebro_g27833.t1 Ebro_g28837.t1 Ebro_g29106.t1 Ebro_g30035.t1 Ebro_g31861.t1 Ebro_g31862.t1 Ebro_g31866.t1 Ebro_g32890.t1 Ebro_g32913.t1 Ebro_g33188.t1 Ebro_g35618.t1 Ebro_g35619.t1 Ebro_g36824.t1 Ebro_g38514.t1 Ebro_g38808.t1 Ebro_g39227.t1 Ebro_g39897.t1 Ebro_g39982.t1 Ebro_g39983.t1 Ebro_g40349.t1 Ebro_g41302.t1 Ebro_g422.t1 Ebro_g4248.t1 Ebro_g43676.t1 Ebro_g4374.t1 Ebro_g43892.t1 Ebro_g44338.t1 Ebro_g44339.t1 Ebro_g45634.t3 Ebro_g46058.t1 Ebro_g46059.t1 Ebro_g46060.t1 Ebro_g46128.t1 Ebro_g46149.t2 Ebro_g46365.t1 Ebro_g46500.t1 Ebro_g46880.t1 Ebro_g5080.t1 Ebro_g8176.t1 Ebro_g8176.t2 Ebro_g8285.t1
HG_31017	OG0031016: Ebro_g21474.t1 Ebro_g24231.t2 Ebro_g24232.t1 Ebro_g24233.t1 Ebro_g24234.t1 Ebro_g24235.t1 Ebro_g24236.t1 Ebro_g29745.t1 Ebro_g45487.t2 Ebro_g5248.t1
HG_19548	OG0019547: Ebro_g11203.t1 Ebro_g17593.t1 Ebro_g19226.t1 Ebro_g19667.t1 Ebro_g21842.t1 Ebro_g21843.t1 Ebro_g28554.t1 Ebro_g2956.t1 Ebro_g30093.t1 Ebro_g31073.t1 Ebro_g3307.t2 Ebro_g34375.t1 Ebro_g3482.t1 Ebro_g38661.t2 Ebro_g41186.t1 Ebro_g44580.t1 Ebro_g8054.t1 Ebro_g8483.t1
HG_227176	OG0227175: Ebro_g21651.t1
HG_225688	OG0225687: Ebro_g2877.t1
HG_9404	OG0009403: Ebro_g10032.t1 Ebro_g1027.t1 Ebro_g1028.t1 Ebro_g12813.t1 Ebro_g13320.t1 Ebro_g13646.t1 Ebro_g13751.t1 Ebro_g1403.t1 Ebro_g1405.t1 Ebro_g14523.t1 Ebro_g14921.t1 Ebro_g15168.t3 Ebro_g15314.t1 Ebro_g15733.t2 Ebro_g16304.t1 Ebro_g16912.t1 Ebro_g16912.t2 Ebro_g17901.t1 Ebro_g17902.t1 Ebro_g18033.t1 Ebro_g18178.t1 Ebro_g21857.t1 Ebro_g22280.t1 Ebro_g22881.t1 Ebro_g2567.t1 Ebro_g25818.t1 Ebro_g25820.t1 Ebro_g27116.t1 Ebro_g27772.t1 Ebro_g28812.t1 Ebro_g30297.t2 Ebro_g32605.t1 Ebro_g32999.t1 Ebro_g34678.t1 Ebro_g34680.t1 Ebro_g34752.t1 Ebro_g35199.t1 Ebro_g352.t1 Ebro_g353.t1 Ebro_g353.t2 Ebro_g35660.t1 Ebro_g37397.t1 Ebro_g37398.t1 Ebro_g37715.t1 Ebro_g37808.t1 Ebro_g37946.t1 Ebro_g37964.t1 Ebro_g38733.t1 Ebro_g40152.t1 Ebro_g40499.t1 Ebro_g40500.t1 Ebro_g4069.t1 Ebro_g40806.t2 Ebro_g41883.t1 Ebro_g419.t1 Ebro_g420.t1 Ebro_g42652.t1 Ebro_g44080.t1 Ebro_g44080.t2 Ebro_g44931.t1 Ebro_g45922.t1 Ebro_g46175.t1 Ebro_g46209.t1 Ebro_g46488.t1 Ebro_g5165.t1 Ebro_g9310.t2 Ebro_g9516.t1 Ebro_g9517.t1 Ebro_g9605.t1 Ebro_g9979.t1 Ebro_g9980.t1
HG_226960	OG0226959: Ebro_g19485.t2
HG_22418	OG0022417: Ebro_g11257.t1 Ebro_g11569.t1 Ebro_g20675.t1 Ebro_g22297.t1 Ebro_g22333.t1 Ebro_g25361.t1 Ebro_g26897.t1 Ebro_g3006.t1 Ebro_g36316.t1 Ebro_g43049.t1 Ebro_g46675.t1 Ebro_g5172.t1 Ebro_g7895.t1 Ebro_g8490.t1 Ebro_g952.t1
HG_225082	OG0225081: Ebro_g13200.t1
HG_225284	OG0225283: Ebro_g14788.t1
HG_225486	OG0225485: Ebro_g23507.t1
HG_226846	OG0226845: Ebro_g31048.t1
HG_226644	OG0226643: Ebro_g42994.t1
HG_8385	OG0008384: Ebro_g10640.t1 Ebro_g10672.t1 Ebro_g10893.t1 Ebro_g11231.t1 Ebro_g11271.t1 Ebro_g11469.t1 Ebro_g12640.t2 Ebro_g13351.t1 Ebro_g13407.t1 Ebro_g13408.t1 Ebro_g13445.t1 Ebro_g13892.t1 Ebro_g14304.t1 Ebro_g14625.t1 Ebro_g14865.t1 Ebro_g16050.t2 Ebro_g1752.t1 Ebro_g17648.t1 Ebro_g19866.t1 Ebro_g19867.t1 Ebro_g2011.t1 Ebro_g20233.t1 Ebro_g20404.t1 Ebro_g20654.t1 Ebro_g20800.t1 Ebro_g20919.t1 Ebro_g21024.t1 Ebro_g2172.t1 Ebro_g21841.t1 Ebro_g22552.t1 Ebro_g23522.t1 Ebro_g23610.t1 Ebro_g23644.t1 Ebro_g24909.t1 Ebro_g24910.t1 Ebro_g27317.t1 Ebro_g27330.t1 Ebro_g29729.t1 Ebro_g29869.t1 Ebro_g30318.t1 Ebro_g30933.t1 Ebro_g311.t1 Ebro_g32234.t1 Ebro_g32439.t1 Ebro_g33004.t1 Ebro_g34753.t1 Ebro_g34998.t1 Ebro_g35017.t1 Ebro_g35041.t1 Ebro_g35372.t1 Ebro_g36153.t1 Ebro_g36154.t1 Ebro_g36178.t1 Ebro_g36200.t1 Ebro_g36429.t1 Ebro_g36430.t1 Ebro_g36632.t1 Ebro_g36633.t1 Ebro_g36663.t1 Ebro_g3687.t1 Ebro_g37839.t1 Ebro_g38507.t1 Ebro_g39256.t1 Ebro_g40597.t1 Ebro_g40680.t1 Ebro_g40789.t1 Ebro_g41104.t1 Ebro_g41105.t1 Ebro_g41861.t1 Ebro_g41921.t1 Ebro_g42023.t1 Ebro_g42231.t1 Ebro_g42235.t1 Ebro_g44065.t1 Ebro_g44122.t1 Ebro_g45640.t1 Ebro_g4602.t1 Ebro_g4609.t1 Ebro_g46186.t1 Ebro_g46310.t1 Ebro_g46311.t1 Ebro_g46572.t1 Ebro_g4971.t1 Ebro_g5198.t1 Ebro_g5366.t1 Ebro_g5368.t1 Ebro_g5974.t1 Ebro_g6508.t1 Ebro_g704.t1 Ebro_g7584.t1 Ebro_g8019.t1 Ebro_g8020.t1 Ebro_g8364.t1 Ebro_g8584.t1 Ebro_g8587.t1 Ebro_g8831.t1 Ebro_g9375.t1
HG_226240	OG0226239: Ebro_g20153.t1
HG_226442	OG0226441: Ebro_g29022.t1
HG_226126	OG0226125: Ebro_g27010.t1
HG_226328	OG0226327: Ebro_g34065.t1
HG_224954	OG0224953: Ebro_g36721.t2
HG_224550	OG0224549: Ebro_g33687.t1
HG_224752	OG0224751: Ebro_g28255.t1
HG_224638	OG0224637: Ebro_g34658.t1
HG_224234	OG0224233: Ebro_g33947.t1
HG_224436	OG0224435: Ebro_g35994.t1
HG_225910	OG0225909: Ebro_g19543.t1
HG_8303	OG0008302: Ebro_g10435.t1 Ebro_g10506.t1 Ebro_g1119.t1 Ebro_g11414.t1 Ebro_g12565.t1 Ebro_g12577.t1 Ebro_g13966.t1 Ebro_g1421.t1 Ebro_g1422.t1 Ebro_g14459.t1 Ebro_g15497.t1 Ebro_g15590.t1 Ebro_g15884.t1 Ebro_g16390.t1 Ebro_g17036.t1 Ebro_g17186.t2 Ebro_g17609.t2 Ebro_g17627.t1 Ebro_g18706.t1 Ebro_g18707.t1 Ebro_g21426.t1 Ebro_g21509.t1 Ebro_g21626.t1 Ebro_g21738.t1 Ebro_g22953.t1 Ebro_g2301.t1 Ebro_g23639.t1 Ebro_g23640.t1 Ebro_g24064.t1 Ebro_g25061.t1 Ebro_g25907.t1 Ebro_g26339.t1 Ebro_g27194.t1 Ebro_g27329.t1 Ebro_g27584.t1 Ebro_g27910.t1 Ebro_g27929.t1 Ebro_g28773.t1 Ebro_g28774.t1 Ebro_g2905.t1 Ebro_g29318.t1 Ebro_g2957.t1 Ebro_g29585.t1 Ebro_g2976.t1 Ebro_g29914.t1 Ebro_g29926.t1 Ebro_g30774.t1 Ebro_g31710.t1 Ebro_g32236.t1 Ebro_g32532.t1 Ebro_g32533.t1 Ebro_g33918.t1 Ebro_g35856.t1 Ebro_g35966.t1 Ebro_g36203.t1 Ebro_g36209.t1 Ebro_g36607.t1 Ebro_g3824.t1 Ebro_g3825.t1 Ebro_g38862.t1 Ebro_g3910.t1 Ebro_g39549.t1 Ebro_g39580.t1 Ebro_g39602.t1 Ebro_g39974.t1 Ebro_g41354.t1 Ebro_g41355.t1 Ebro_g41356.t1 Ebro_g41722.t1 Ebro_g41727.t1 Ebro_g41902.t1 Ebro_g41925.t1 Ebro_g41991.t1 Ebro_g42446.t1 Ebro_g42500.t1 Ebro_g42570.t1 Ebro_g42774.t1 Ebro_g43086.t1 Ebro_g43150.t1 Ebro_g43522.t1 Ebro_g43728.t1 Ebro_g43781.t2 Ebro_g43830.t1 Ebro_g44521.t1 Ebro_g44785.t1 Ebro_g44800.t1 Ebro_g45826.t1 Ebro_g45848.t2 Ebro_g45849.t1 Ebro_g46339.t2 Ebro_g46645.t1 Ebro_g46876.t1 Ebro_g5030.t1 Ebro_g5874.t1 Ebro_g6144.t1 Ebro_g6452.t1 Ebro_g7345.t1 Ebro_g849.t1 Ebro_g971.t1
HG_7460	OG0007459: Ebro_g10241.t1 Ebro_g10241.t4 Ebro_g10826.t1 Ebro_g11439.t1 Ebro_g12822.t1 Ebro_g14030.t1 Ebro_g14031.t2 Ebro_g14442.t1 Ebro_g14926.t1 Ebro_g14927.t1 Ebro_g15419.t1 Ebro_g15804.t1 Ebro_g16158.t1 Ebro_g16223.t1 Ebro_g16224.t1 Ebro_g16516.t1 Ebro_g16622.t1 Ebro_g17581.t1 Ebro_g1789.t1 Ebro_g1790.t1 Ebro_g18269.t1 Ebro_g18277.t1 Ebro_g18278.t1 Ebro_g18279.t2 Ebro_g19085.t2 Ebro_g19195.t1 Ebro_g19390.t1 Ebro_g19391.t1 Ebro_g19618.t1 Ebro_g20124.t1 Ebro_g20168.t1 Ebro_g20169.t1 Ebro_g20910.t2 Ebro_g20911.t1 Ebro_g22100.t1 Ebro_g22158.t2 Ebro_g22159.t1 Ebro_g2248.t1 Ebro_g22500.t1 Ebro_g22501.t1 Ebro_g22794.t1 Ebro_g22892.t1 Ebro_g22893.t1 Ebro_g22951.t1 Ebro_g22952.t1 Ebro_g23689.t1 Ebro_g23983.t1 Ebro_g23984.t1 Ebro_g23985.t1 Ebro_g26686.t1 Ebro_g27005.t1 Ebro_g27563.t1 Ebro_g27602.t1 Ebro_g28121.t1 Ebro_g28876.t1 Ebro_g29763.t1 Ebro_g30389.t2 Ebro_g30390.t1 Ebro_g30391.t2 Ebro_g30928.t1 Ebro_g32458.t1 Ebro_g32459.t1 Ebro_g33164.t1 Ebro_g33952.t1 Ebro_g33953.t1 Ebro_g33997.t1 Ebro_g33998.t1 Ebro_g34014.t1 Ebro_g34015.t1 Ebro_g34016.t1 Ebro_g34179.t1 Ebro_g34180.t1 Ebro_g34905.t1 Ebro_g35554.t1 Ebro_g37879.t2 Ebro_g38408.t1 Ebro_g38409.t1 Ebro_g38864.t1 Ebro_g38864.t2 Ebro_g39102.t1 Ebro_g39748.t1 Ebro_g4107.t1 Ebro_g41200.t1 Ebro_g41201.t1 Ebro_g41206.t1 Ebro_g41526.t1 Ebro_g42952.t1 Ebro_g43002.t1 Ebro_g4414.t2 Ebro_g44161.t2 Ebro_g44161.t3 Ebro_g44765.t1 Ebro_g45160.t1 Ebro_g45161.t1 Ebro_g45591.t2 Ebro_g45592.t1 Ebro_g45960.t1 Ebro_g45961.t1 Ebro_g46029.t1 Ebro_g46030.t1 Ebro_g4823.t1 Ebro_g5.t1 Ebro_g5089.t1 Ebro_g5095.t2 Ebro_g5263.t1 Ebro_g5264.t1 Ebro_g5526.t1 Ebro_g5526.t2 Ebro_g558.t2 Ebro_g6344.t1 Ebro_g6566.t1 Ebro_g7364.t1 Ebro_g7600.t1 Ebro_g7601.t1 Ebro_g7637.t1 Ebro_g7772.t1 Ebro_g7773.t1 Ebro_g7774.t1 Ebro_g8341.t1 Ebro_g8342.t2 Ebro_g8668.t1 Ebro_g9165.t1 Ebro_g9631.t2 Ebro_g9632.t1
HG_113898	OG0113897: Ebro_g5996.t1 Ebro_g5997.t1
HG_7196	OG0007195: Ebro_g13079.t1 Ebro_g13412.t1 Ebro_g13413.t1 Ebro_g13414.t1 Ebro_g13434.t1 Ebro_g13435.t1 Ebro_g13435.t2 Ebro_g13527.t1 Ebro_g13528.t1 Ebro_g13529.t1 Ebro_g13653.t1 Ebro_g13653.t2 Ebro_g13691.t1 Ebro_g13692.t1 Ebro_g14062.t1 Ebro_g14650.t1 Ebro_g14776.t2 Ebro_g14872.t1 Ebro_g14873.t1 Ebro_g14991.t1 Ebro_g15436.t1 Ebro_g15437.t1 Ebro_g1562.t1 Ebro_g16025.t1 Ebro_g16322.t1 Ebro_g1634.t1 Ebro_g17364.t1 Ebro_g17365.t2 Ebro_g1742.t1 Ebro_g1742.t2 Ebro_g18804.t1 Ebro_g19100.t1 Ebro_g20848.t1 Ebro_g21421.t1 Ebro_g21422.t1 Ebro_g21427.t1 Ebro_g21437.t1 Ebro_g21563.t1 Ebro_g21564.t1 Ebro_g21702.t1 Ebro_g22969.t1 Ebro_g22970.t1 Ebro_g22980.t1 Ebro_g24162.t1 Ebro_g24163.t1 Ebro_g25093.t1 Ebro_g25419.t1 Ebro_g25441.t1 Ebro_g25683.t1 Ebro_g25684.t1 Ebro_g26049.t1 Ebro_g26192.t1 Ebro_g26194.t1 Ebro_g26195.t1 Ebro_g26736.t1 Ebro_g28268.t1 Ebro_g28269.t1 Ebro_g28492.t1 Ebro_g28563.t1 Ebro_g287.t1 Ebro_g28707.t1 Ebro_g28712.t1 Ebro_g288.t1 Ebro_g289.t1 Ebro_g28992.t1 Ebro_g29315.t1 Ebro_g29675.t1 Ebro_g30077.t1 Ebro_g30111.t1 Ebro_g30112.t1 Ebro_g30936.t1 Ebro_g30937.t1 Ebro_g30938.t1 Ebro_g31523.t1 Ebro_g31636.t1 Ebro_g31637.t1 Ebro_g3166.t1 Ebro_g31722.t1 Ebro_g32097.t1 Ebro_g32098.t1 Ebro_g32529.t1 Ebro_g32530.t1 Ebro_g32815.t1 Ebro_g33290.t1 Ebro_g33524.t1 Ebro_g34812.t2 Ebro_g34813.t1 Ebro_g34814.t1 Ebro_g34996.t1 Ebro_g34996.t2 Ebro_g34997.t1 Ebro_g35002.t1 Ebro_g35003.t1 Ebro_g35044.t1 Ebro_g35044.t2 Ebro_g35357.t1 Ebro_g35577.t1 Ebro_g35777.t1 Ebro_g38237.t1 Ebro_g38879.t1 Ebro_g3921.t2 Ebro_g3922.t1 Ebro_g39741.t2 Ebro_g41222.t1 Ebro_g41223.t1 Ebro_g41435.t1 Ebro_g42563.t1 Ebro_g42564.t1 Ebro_g4285.t1 Ebro_g42945.t1 Ebro_g42945.t2 Ebro_g43518.t1 Ebro_g44205.t1 Ebro_g45198.t2 Ebro_g45199.t1 Ebro_g45671.t1 Ebro_g46291.t1 Ebro_g46291.t2 Ebro_g46292.t1 Ebro_g6361.t1 Ebro_g7088.t1 Ebro_g7392.t1 Ebro_g7483.t1 Ebro_g7484.t1 Ebro_g8552.t1 Ebro_g8574.t1 Ebro_g8575.t1 Ebro_g9055.t2 Ebro_g9056.t1 Ebro_g9073.t1 Ebro_g9074.t1 Ebro_g9395.t1
HG_113494	OG0113493: Ebro_g31151.t1 Ebro_g31151.t2
HG_113696	OG0113695: Ebro_g25166.t1 Ebro_g2552.t1
HG_12255	OG0012254: Ebro_g10041.t1 Ebro_g10042.t1 Ebro_g12014.t1 Ebro_g13827.t1 Ebro_g15862.t1 Ebro_g15863.t1 Ebro_g16359.t1 Ebro_g17394.t1 Ebro_g21548.t1 Ebro_g21907.t1 Ebro_g23495.t1 Ebro_g23780.t1 Ebro_g24365.t1 Ebro_g26406.t1 Ebro_g26482.t1 Ebro_g26802.t1 Ebro_g29996.t1 Ebro_g31273.t1 Ebro_g31274.t1 Ebro_g31889.t3 Ebro_g32264.t1 Ebro_g32837.t1 Ebro_g36655.t1 Ebro_g372.t1 Ebro_g38623.t1 Ebro_g40431.t1 Ebro_g408.t1 Ebro_g42939.t1 Ebro_g43924.t1 Ebro_g4682.t1 Ebro_g5530.t1 Ebro_g5711.t2 Ebro_g5713.t1 Ebro_g6338.t1 Ebro_g7010.t1 Ebro_g7034.t1 Ebro_g8487.t1 Ebro_g9495.t1 Ebro_g972.t1 Ebro_g9746.t1
HG_227187	OG0227186: Ebro_g21616.t1
HG_225497	OG0225496: Ebro_g37738.t1
HG_225699	OG0225698: Ebro_g38397.t1
HG_42419	OG0042418: Ebro_g1124.t1 Ebro_g11823.t1 Ebro_g13613.t1 Ebro_g17411.t1 Ebro_g29092.t1 Ebro_g6246.t2 Ebro_g9756.t1
HG_113804	OG0113803: Ebro_g11433.t1 Ebro_g39681.t1
HG_225093	OG0225092: Ebro_g33988.t1
HG_225295	OG0225294: Ebro_g37117.t1
HG_226971	OG0226970: Ebro_g37340.t1
HG_113602	OG0113601: Ebro_g3684.t1 Ebro_g3684.t2
HG_226655	OG0226654: Ebro_g27945.t1
HG_226857	OG0226856: Ebro_g28612.t1
HG_226251	OG0226250: Ebro_g23287.t1
HG_226453	OG0226452: Ebro_g40031.t1
HG_83286	OG0083285: Ebro_g14656.t1 Ebro_g14657.t1 Ebro_g14659.t1
HG_226137	OG0226136: Ebro_g842.t1
HG_226339	OG0226338: Ebro_g16945.t1
HG_224965	OG0224964: Ebro_g9460.t1
HG_42386	OG0042385: Ebro_g14118.t1 Ebro_g14118.t2 Ebro_g18835.t1 Ebro_g28444.t1 Ebro_g3254.t1 Ebro_g42461.t1 Ebro_g42461.t2
HG_224763	OG0224762: Ebro_g24996.t1
HG_224649	OG0224648: Ebro_g28023.t1
HG_83214	OG0083213: Ebro_g22814.t1 Ebro_g38152.t1 Ebro_g6836.t1
HG_224561	OG0224560: Ebro_g35293.t1
HG_225921	OG0225920: Ebro_g41554.t1
HG_224245	OG0224244: Ebro_g15367.t1
HG_224447	OG0224446: Ebro_g12922.t1
HG_225807	OG0225806: Ebro_g960.t1
HG_83045	OG0083044: Ebro_g11047.t2 Ebro_g40515.t1 Ebro_g4162.t1
HG_225201	OG0225200: Ebro_g35011.t1
HG_225403	OG0225402: Ebro_g43612.t1
HG_225605	OG0225604: Ebro_g17968.t1
HG_83181	OG0083180: Ebro_g29484.t1 Ebro_g29484.t2 Ebro_g29484.t3
HG_66968	OG0066967: Ebro_g13544.t1 Ebro_g27822.t1 Ebro_g2995.t1 Ebro_g44406.t1
HG_34016	OG0034015: Ebro_g1042.t1 Ebro_g16328.t1 Ebro_g18146.t1 Ebro_g18433.t1 Ebro_g34833.t1 Ebro_g37276.t1 Ebro_g37625.t1 Ebro_g41270.t1 Ebro_g7369.t1
HG_9260	OG0009259: Ebro_g10817.t1 Ebro_g10817.t2 Ebro_g11270.t2 Ebro_g11580.t1 Ebro_g12785.t1 Ebro_g12829.t1 Ebro_g13521.t1 Ebro_g14628.t1 Ebro_g14939.t1 Ebro_g15679.t1 Ebro_g15750.t1 Ebro_g15761.t1 Ebro_g16450.t1 Ebro_g16886.t1 Ebro_g17460.t1 Ebro_g18819.t1 Ebro_g19057.t1 Ebro_g1920.t1 Ebro_g19406.t1 Ebro_g20026.t1 Ebro_g20568.t1 Ebro_g21517.t1 Ebro_g21596.t1 Ebro_g22263.t1 Ebro_g23466.t1 Ebro_g23952.t1 Ebro_g24446.t1 Ebro_g25504.t1 Ebro_g26712.t1 Ebro_g26962.t1 Ebro_g2794.t1 Ebro_g27944.t1 Ebro_g29291.t1 Ebro_g29341.t1 Ebro_g29810.t1 Ebro_g31174.t1 Ebro_g31902.t1 Ebro_g32885.t1 Ebro_g32966.t1 Ebro_g34621.t1 Ebro_g35319.t1 Ebro_g35391.t1 Ebro_g36288.t1 Ebro_g37066.t1 Ebro_g37920.t1 Ebro_g38172.t2 Ebro_g38438.t1 Ebro_g38647.t1 Ebro_g39542.t1 Ebro_g40362.t1 Ebro_g40546.t1 Ebro_g40713.t1 Ebro_g41303.t1 Ebro_g42207.t1 Ebro_g42807.t1 Ebro_g42899.t1 Ebro_g43009.t1 Ebro_g43243.t1 Ebro_g4344.t1 Ebro_g44039.t1 Ebro_g44237.t1 Ebro_g44415.t1 Ebro_g44575.t1 Ebro_g44619.t1 Ebro_g4753.t1 Ebro_g4985.t1 Ebro_g5115.t1 Ebro_g5737.t1 Ebro_g7778.t1 Ebro_g8040.t1 Ebro_g880.t1 Ebro_g9025.t1 Ebro_g9402.t1 Ebro_g9860.t1
HG_23657	OG0023656: Ebro_g11392.t1 Ebro_g16364.t1 Ebro_g16365.t1 Ebro_g19762.t2 Ebro_g19844.t2 Ebro_g20985.t1 Ebro_g20987.t1 Ebro_g25686.t2 Ebro_g31945.t1 Ebro_g3265.t1 Ebro_g38242.t1 Ebro_g38535.t1 Ebro_g38536.t2 Ebro_g45449.t1
HG_227198	OG0227197: Ebro_g15204.t1
HG_8844	OG0008843: Ebro_g10581.t1 Ebro_g10866.t1 Ebro_g10946.t1 Ebro_g11549.t1 Ebro_g11826.t1 Ebro_g11911.t1 Ebro_g12407.t1 Ebro_g12544.t1 Ebro_g13348.t1 Ebro_g13348.t2 Ebro_g13714.t1 Ebro_g14042.t1 Ebro_g14330.t1 Ebro_g14596.t2 Ebro_g14678.t1 Ebro_g15410.t1 Ebro_g17465.t1 Ebro_g18016.t1 Ebro_g18115.t1 Ebro_g1853.t1 Ebro_g19213.t1 Ebro_g19576.t1 Ebro_g20769.t1 Ebro_g21113.t1 Ebro_g21930.t1 Ebro_g21974.t1 Ebro_g22213.t1 Ebro_g22214.t1 Ebro_g22451.t1 Ebro_g22602.t1 Ebro_g22863.t1 Ebro_g23824.t1 Ebro_g24484.t1 Ebro_g26460.t1 Ebro_g28183.t2 Ebro_g28770.t1 Ebro_g28946.t1 Ebro_g29138.t1 Ebro_g29250.t2 Ebro_g2983.t1 Ebro_g30183.t1 Ebro_g31337.t1 Ebro_g31446.t1 Ebro_g32023.t1 Ebro_g33351.t1 Ebro_g34063.t1 Ebro_g34064.t1 Ebro_g35071.t1 Ebro_g35690.t1 Ebro_g36510.t1 Ebro_g36519.t1 Ebro_g36520.t1 Ebro_g36566.t1 Ebro_g37495.t1 Ebro_g37496.t1 Ebro_g37764.t3 Ebro_g38004.t1 Ebro_g38205.t1 Ebro_g38267.t1 Ebro_g38364.t1 Ebro_g38366.t1 Ebro_g38711.t1 Ebro_g39124.t1 Ebro_g40164.t1 Ebro_g42316.t1 Ebro_g42682.t2 Ebro_g42798.t1 Ebro_g43258.t1 Ebro_g43982.t2 Ebro_g43983.t1 Ebro_g43985.t1 Ebro_g43998.t1 Ebro_g44633.t1 Ebro_g44635.t1 Ebro_g44996.t1 Ebro_g45905.t1 Ebro_g46104.t2 Ebro_g4763.t1 Ebro_g5602.t1 Ebro_g7476.t1 Ebro_g7830.t2 Ebro_g8064.t1 Ebro_g9019.t1 Ebro_g9748.t1
HG_113815	OG0113814: Ebro_g16465.t1 Ebro_g60.t2
HG_226780	OG0226779: Ebro_g32546.t1
HG_226982	OG0226981: Ebro_g33868.t2
HG_113613	OG0113612: Ebro_g20340.t1 Ebro_g40857.t1
HG_226666	OG0226665: Ebro_g40774.t1
HG_226868	OG0226867: Ebro_g18842.t1
HG_226060	OG0226059: Ebro_g20761.t1
HG_226262	OG0226261: Ebro_g27861.t1
HG_226464	OG0226463: Ebro_g32948.t1
HG_55789	OG0055788: Ebro_g19373.t1 Ebro_g23148.t1 Ebro_g24022.t2 Ebro_g24023.t1 Ebro_g41591.t1
